epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
127,1811.21,0.46144,0.77039,0.34673,0.91842,0.81695,0.83712,0.83209,0.61862,0.83525,0.81168,0.83811,0.56224,0.61663,1.39545,0.44379,0.98195,0.00073025,0.00073025,0.00073025
128,1825.27,0.4646,0.75527,0.33768,0.91919,0.82036,0.83372,0.84936,0.64046,0.8156,0.82165,0.85892,0.56807,0.61741,1.34451,0.42841,0.97198,0.000726125,0.000726125,0.000726125
129,1839.42,0.46753,0.75888,0.34621,0.92648,0.82934,0.8367,0.84799,0.63452,0.8448,0.79355,0.84056,0.56738,0.63031,1.39165,0.44206,0.9789,0.000722,0.000722,0.000722
130,1853.47,0.46594,0.75824,0.34701,0.92052,0.81916,0.83475,0.84686,0.64918,0.83648,0.77958,0.8249,0.56782,0.61446,1.32585,0.44166,0.96138,0.000717875,0.000717875,0.000717875
131,1867.52,0.47868,0.83151,0.37116,0.92952,0.83801,0.80861,0.85868,0.66254,0.83328,0.80587,0.85271,0.5787,0.61508,1.31664,0.43786,0.96126,0.00071375,0.00071375,0.00071375
132,1881.57,0.45976,0.75139,0.34717,0.91628,0.78443,0.86761,0.84416,0.63863,0.7999,0.79609,0.80998,0.55682,0.63009,1.37704,0.44826,0.98044,0.000709625,0.000709625,0.000709625
133,1895.62,0.45822,0.74794,0.33796,0.91236,0.80312,0.86248,0.84376,0.62777,0.80473,0.81809,0.83209,0.55148,0.63976,1.37727,0.47802,0.97665,0.0007055,0.0007055,0.0007055
134,1909.74,0.45246,0.73445,0.34144,0.91529,0.85445,0.8415,0.85705,0.6541,0.83407,0.82207,0.85869,0.58681,0.62601,1.44604,0.42374,0.97788,0.000701375,0.000701375,0.000701375
135,1923.78,0.46439,0.76502,0.34553,0.92167,0.86489,0.80411,0.86096,0.65376,0.7916,0.84594,0.85364,0.57489,0.61293,1.47697,0.41468,0.97031,0.00069725,0.00069725,0.00069725
136,1937.84,0.453,0.7385,0.34245,0.90896,0.8366,0.83119,0.84271,0.65268,0.82764,0.84668,0.85305,0.58825,0.60094,1.43825,0.40369,0.97576,0.000693125,0.000693125,0.000693125
137,1951.91,0.46352,0.74991,0.34883,0.92082,0.82567,0.85007,0.85278,0.64801,0.82363,0.84508,0.85186,0.58181,0.62387,1.53597,0.41526,0.96762,0.000689,0.000689,0.000689
138,1965.97,0.45893,0.75459,0.33629,0.91653,0.79159,0.84295,0.84378,0.62996,0.78221,0.83315,0.83936,0.56412,0.62283,1.54431,0.42957,0.97923,0.000684875,0.000684875,0.000684875
139,1980.09,0.4509,0.73187,0.33835,0.91247,0.81236,0.84562,0.85753,0.6519,0.78033,0.81587,0.84735,0.57203,0.63184,1.48555,0.41902,0.97305,0.00068075,0.00068075,0.00068075
140,1994.14,0.45669,0.73358,0.33632,0.91545,0.79031,0.86439,0.86125,0.65244,0.81678,0.84452,0.87139,0.57233,0.63143,1.39541,0.41166,0.98751,0.000676625,0.000676625,0.000676625
141,2008.17,0.44154,0.72034,0.3413,0.91119,0.78461,0.83918,0.84409,0.63403,0.79953,0.83918,0.86632,0.56987,0.63135,1.42519,0.42294,0.98905,0.0006725,0.0006725,0.0006725
142,2022.23,0.44318,0.72858,0.33312,0.90415,0.82819,0.844,0.84537,0.63997,0.82765,0.8391,0.84962,0.56646,0.60244,1.36364,0.43893,0.96928,0.000668375,0.000668375,0.000668375
143,2036.28,0.45633,0.73196,0.33389,0.92077,0.8433,0.80057,0.84504,0.64383,0.86216,0.78804,0.85941,0.58506,0.61478,1.35976,0.43114,0.9927,0.00066425,0.00066425,0.00066425
144,2050.42,0.45154,0.73664,0.33526,0.91544,0.83845,0.8367,0.84745,0.6487,0.83199,0.81508,0.85433,0.57515,0.61786,1.38277,0.41816,0.98183,0.000660125,0.000660125,0.000660125
145,2064.48,0.4482,0.73141,0.33376,0.91016,0.8167,0.86366,0.85339,0.64401,0.82585,0.82886,0.85831,0.58501,0.617,1.3732,0.42511,0.97087,0.000656,0.000656,0.000656
146,2078.54,0.43744,0.72209,0.32935,0.90768,0.82947,0.83964,0.84718,0.64557,0.81055,0.82121,0.84618,0.57207,0.64883,1.49945,0.43147,1.00637,0.000651875,0.000651875,0.000651875
147,2092.58,0.4486,0.71904,0.32847,0.90996,0.81826,0.85344,0.86336,0.65414,0.79302,0.82208,0.84682,0.57281,0.62791,1.50515,0.45197,0.98895,0.00064775,0.00064775,0.00064775
148,2106.64,0.43346,0.71568,0.33715,0.90259,0.80876,0.86148,0.85082,0.63601,0.77385,0.82665,0.83005,0.55959,0.61816,1.48821,0.45254,0.97935,0.000643625,0.000643625,0.000643625
149,2120.76,0.43989,0.71069,0.33238,0.90532,0.81414,0.84594,0.84607,0.63296,0.77165,0.80678,0.82988,0.55726,0.65534,1.48982,0.44163,1.00614,0.0006395,0.0006395,0.0006395
150,2134.8,0.44674,0.71773,0.32474,0.91005,0.82643,0.85202,0.84069,0.64484,0.80457,0.83046,0.8359,0.57899,0.62887,1.38578,0.44113,0.98963,0.000635375,0.000635375,0.000635375
151,2148.88,0.44634,0.75263,0.34785,0.91209,0.8115,0.82411,0.83881,0.64419,0.80669,0.80178,0.84669,0.57273,0.62634,1.44413,0.44664,0.98263,0.00063125,0.00063125,0.00063125
152,2162.94,0.44293,0.72158,0.33515,0.90915,0.82717,0.85487,0.8512,0.64616,0.80038,0.82985,0.8306,0.56912,0.61908,1.53142,0.44269,0.98553,0.000627125,0.000627125,0.000627125
153,2176.99,0.45032,0.72539,0.33398,0.91138,0.80738,0.84393,0.85255,0.64793,0.79125,0.82727,0.8357,0.57108,0.61286,1.43396,0.43053,0.97942,0.000623,0.000623,0.000623
154,2191.11,0.44912,0.72014,0.31989,0.91391,0.80484,0.83831,0.86383,0.65581,0.78879,0.82398,0.84014,0.57379,0.60655,1.58481,0.41496,0.98064,0.000618875,0.000618875,0.000618875
155,2205.17,0.44593,0.72261,0.3379,0.9088,0.85812,0.78826,0.86733,0.65378,0.77846,0.82127,0.85042,0.57396,0.61534,1.53129,0.41956,0.9681,0.00061475,0.00061475,0.00061475
156,2219.23,0.4467,0.72848,0.32575,0.90971,0.79916,0.8472,0.8539,0.65304,0.78518,0.83324,0.84377,0.58478,0.6337,1.77587,0.43846,0.97508,0.000610625,0.000610625,0.000610625
157,2233.28,0.43188,0.71132,0.32171,0.89886,0.79461,0.84579,0.85711,0.65441,0.80607,0.85677,0.87039,0.58542,0.61573,1.55814,0.42493,0.97294,0.0006065,0.0006065,0.0006065
158,2247.34,0.44602,0.72966,0.32483,0.92161,0.81113,0.82299,0.8406,0.64345,0.8204,0.82851,0.85497,0.57526,0.62555,1.42384,0.43157,0.9822,0.000602375,0.000602375,0.000602375
159,2261.46,0.43568,0.70167,0.33743,0.91504,0.79199,0.82884,0.84339,0.63999,0.76874,0.78666,0.8309,0.5755,0.64722,1.39877,0.44107,0.98842,0.00059825,0.00059825,0.00059825
160,2275.51,0.43395,0.7253,0.32151,0.90343,0.77807,0.80572,0.82455,0.64092,0.8056,0.78845,0.84203,0.58268,0.64346,1.48603,0.42591,0.98178,0.000594125,0.000594125,0.000594125
161,2289.56,0.42405,0.69554,0.31231,0.90273,0.8326,0.80706,0.84206,0.64767,0.79528,0.77104,0.8109,0.56557,0.64531,1.43102,0.47323,0.99148,0.00059,0.00059,0.00059
162,2303.6,0.43143,0.71343,0.32171,0.90326,0.83949,0.80543,0.84086,0.65034,0.77353,0.84342,0.85129,0.58348,0.62641,1.51902,0.42734,0.98216,0.000585875,0.000585875,0.000585875
163,2317.76,0.42331,0.70923,0.31827,0.90585,0.83174,0.84356,0.84725,0.64883,0.79929,0.80863,0.82246,0.57144,0.62055,1.67143,0.43644,0.98214,0.00058175,0.00058175,0.00058175
164,2332.07,0.42979,0.71162,0.319,0.90854,0.83765,0.8367,0.85225,0.64788,0.80816,0.822,0.84264,0.57733,0.61616,1.55599,0.44034,0.98555,0.000577625,0.000577625,0.000577625
165,2346.1,0.42134,0.6958,0.32553,0.89805,0.82351,0.84858,0.84559,0.64933,0.7973,0.82359,0.83703,0.57735,0.62116,1.48522,0.44676,0.97557,0.0005735,0.0005735,0.0005735
166,2360.17,0.43122,0.71882,0.32176,0.90571,0.83132,0.8635,0.86495,0.64691,0.84766,0.81899,0.85908,0.56429,0.62442,1.47731,0.45151,0.98047,0.000569375,0.000569375,0.000569375
167,2374.21,0.42459,0.71453,0.31079,0.89615,0.78762,0.85173,0.85363,0.65343,0.77408,0.84712,0.8471,0.57294,0.62775,1.43213,0.43608,0.97526,0.00056525,0.00056525,0.00056525
168,2388.25,0.42775,0.69134,0.30993,0.90116,0.81099,0.85381,0.85101,0.64676,0.83348,0.81896,0.85321,0.56998,0.60729,1.37566,0.42746,0.96496,0.000561125,0.000561125,0.000561125
169,2402.36,0.43102,0.67995,0.31307,0.9052,0.82701,0.8474,0.85228,0.64861,0.81936,0.83472,0.85074,0.57899,0.61792,1.39425,0.43323,0.98086,0.000557,0.000557,0.000557
170,2416.42,0.43149,0.69439,0.30625,0.90364,0.80632,0.83796,0.84526,0.64187,0.85297,0.80135,0.85265,0.56994,0.64832,1.48516,0.465,0.99693,0.000552875,0.000552875,0.000552875
171,2430.45,0.42246,0.68732,0.30738,0.90063,0.80074,0.86416,0.85211,0.64219,0.8309,0.80163,0.83798,0.57033,0.65621,1.50293,0.42103,0.99438,0.00054875,0.00054875,0.00054875
172,2444.51,0.41658,0.67467,0.31171,0.89823,0.78692,0.8295,0.8233,0.63291,0.78827,0.83654,0.84222,0.56911,0.64993,1.61411,0.42362,0.99133,0.000544625,0.000544625,0.000544625
173,2458.57,0.42214,0.69379,0.31477,0.89986,0.80306,0.84377,0.83731,0.64275,0.8404,0.78673,0.83511,0.56615,0.66511,1.54666,0.45631,0.99728,0.0005405,0.0005405,0.0005405
174,2472.67,0.4192,0.68559,0.31593,0.8918,0.80385,0.85124,0.85556,0.64863,0.79121,0.83903,0.85833,0.58346,0.64272,1.51771,0.415,0.99642,0.000536375,0.000536375,0.000536375
175,2486.71,0.4227,0.71707,0.31035,0.90715,0.80551,0.82697,0.84692,0.64743,0.81696,0.85561,0.87403,0.57895,0.63365,1.51205,0.42173,1.0032,0.00053225,0.00053225,0.00053225
176,2500.76,0.42319,0.68289,0.31441,0.89836,0.79044,0.83892,0.83417,0.63614,0.79258,0.84084,0.8405,0.57164,0.61644,1.53155,0.42776,0.98294,0.000528125,0.000528125,0.000528125
177,2514.79,0.40878,0.67951,0.30165,0.89848,0.8201,0.84517,0.84978,0.64874,0.80086,0.8269,0.83982,0.58029,0.63291,1.58319,0.41502,0.98993,0.000524,0.000524,0.000524
178,2528.9,0.40998,0.68217,0.30387,0.89252,0.80927,0.83979,0.8383,0.63898,0.80809,0.84283,0.84898,0.5803,0.62439,1.69602,0.40999,0.97854,0.000519875,0.000519875,0.000519875
179,2542.94,0.41021,0.67443,0.30131,0.89005,0.81036,0.83594,0.84735,0.64257,0.81759,0.84551,0.86967,0.57939,0.62142,1.43691,0.4311,0.97456,0.00051575,0.00051575,0.00051575
180,2556.99,0.41893,0.69319,0.3291,0.89994,0.80874,0.8411,0.8378,0.63077,0.8099,0.83263,0.83935,0.578,0.64231,1.61613,0.44868,1.00133,0.000511625,0.000511625,0.000511625
181,2571.06,0.41509,0.67427,0.31771,0.89394,0.81154,0.8318,0.83774,0.64085,0.82293,0.85127,0.86168,0.5727,0.64498,1.6351,0.42663,1.00495,0.0005075,0.0005075,0.0005075
182,2585.1,0.41776,0.66752,0.30273,0.89916,0.79327,0.83341,0.83503,0.63909,0.80664,0.84961,0.86751,0.5731,0.6285,1.5345,0.4174,0.99194,0.000503375,0.000503375,0.000503375
183,2599.2,0.41437,0.66897,0.30542,0.8926,0.80631,0.85138,0.83494,0.63621,0.7742,0.82088,0.82237,0.57084,0.60532,1.63326,0.43476,0.98443,0.00049925,0.00049925,0.00049925
184,2613.24,0.404,0.65524,0.29361,0.89394,0.81219,0.8328,0.82827,0.63243,0.81482,0.86403,0.85588,0.57399,0.62776,1.48559,0.43652,0.98957,0.000495125,0.000495125,0.000495125
185,2627.28,0.40622,0.65698,0.3028,0.89058,0.83499,0.85359,0.85164,0.64545,0.80503,0.83816,0.85678,0.57047,0.63077,1.47799,0.41932,0.98777,0.000491,0.000491,0.000491
186,2641.32,0.40108,0.65898,0.30066,0.89379,0.80435,0.84211,0.834,0.62492,0.77888,0.82664,0.83563,0.55457,0.64235,1.56994,0.44092,0.9964,0.000486875,0.000486875,0.000486875
187,2655.36,0.41971,0.68215,0.32439,0.8985,0.80723,0.84027,0.85448,0.64036,0.79188,0.82556,0.85186,0.56223,0.65398,1.68695,0.44127,1.01008,0.00048275,0.00048275,0.00048275
188,2669.49,0.4281,0.66823,0.30184,0.91504,0.83019,0.82715,0.83854,0.6324,0.78041,0.83734,0.83793,0.56716,0.63632,1.69252,0.44366,0.99617,0.000478625,0.000478625,0.000478625
189,2683.53,0.4028,0.65933,0.29822,0.89666,0.83453,0.81956,0.83411,0.64465,0.79379,0.84238,0.84577,0.56571,0.61942,1.59803,0.41544,0.98761,0.0004745,0.0004745,0.0004745
190,2697.57,0.41249,0.68027,0.29488,0.8956,0.82387,0.84992,0.83511,0.63173,0.8146,0.84773,0.85052,0.57232,0.61771,1.57926,0.41842,0.99189,0.000470375,0.000470375,0.000470375
191,2711.61,0.41232,0.66428,0.29736,0.89629,0.81069,0.83237,0.84743,0.63889,0.76884,0.83137,0.84269,0.57721,0.65575,1.81315,0.41483,1.01573,0.00046625,0.00046625,0.00046625
192,2725.66,0.40327,0.66989,0.3067,0.89468,0.85597,0.79825,0.84467,0.63764,0.85076,0.77508,0.82902,0.56881,0.63822,1.43448,0.4057,0.99686,0.000462125,0.000462125,0.000462125
193,2739.77,0.39907,0.66288,0.30023,0.88577,0.7875,0.84912,0.8485,0.64582,0.84902,0.76653,0.83684,0.57043,0.63453,1.46872,0.40671,0.99439,0.000458,0.000458,0.000458
194,2753.83,0.40038,0.67829,0.29134,0.8934,0.79803,0.84383,0.82503,0.63581,0.79151,0.83659,0.84065,0.57272,0.62594,1.48765,0.40995,0.98738,0.000453875,0.000453875,0.000453875
195,2767.88,0.39485,0.64863,0.29045,0.88777,0.80666,0.85302,0.83223,0.63337,0.80273,0.84873,0.84509,0.57108,0.64057,1.56221,0.42469,0.99072,0.00044975,0.00044975,0.00044975
196,2781.94,0.39316,0.63122,0.29286,0.88963,0.81109,0.83639,0.81986,0.62631,0.8011,0.82661,0.83044,0.57157,0.6504,1.59898,0.4324,1.0023,0.000445625,0.000445625,0.000445625
197,2795.99,0.40632,0.66326,0.29406,0.8954,0.81484,0.85581,0.83905,0.63279,0.80546,0.846,0.84999,0.57123,0.63538,1.53731,0.404,0.99152,0.0004415,0.0004415,0.0004415
198,2810.09,0.39993,0.62957,0.28486,0.89113,0.81065,0.86105,0.84375,0.63598,0.79851,0.84829,0.84875,0.57316,0.63706,1.5665,0.40965,0.99482,0.000437375,0.000437375,0.000437375
199,2824.13,0.4038,0.64201,0.27974,0.88934,0.8018,0.85302,0.83492,0.64566,0.78507,0.83536,0.83228,0.57131,0.64034,1.50635,0.42279,0.98648,0.00043325,0.00043325,0.00043325
200,2838.17,0.39748,0.65697,0.29179,0.89246,0.81527,0.84356,0.83734,0.64164,0.81315,0.84248,0.85051,0.58666,0.64429,1.55307,0.41084,0.99655,0.000429125,0.000429125,0.000429125
201,2852.2,0.40853,0.65019,0.29567,0.89086,0.80936,0.85025,0.84557,0.64329,0.79284,0.83622,0.84008,0.5799,0.66822,1.55656,0.41997,0.99913,0.000425,0.000425,0.000425
